"date","inflation","nominal_interest_rate","exp_inflation","real_interest_rate","uncertainty","ibcbr","real_ex_rate","commodity_index","ind_prod","m1"
1960-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.691e+09
1963-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.691e+09
1963-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.698e+09
1963-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.697e+09
1963-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7e+09
1963-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.769e+09
1963-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.873e+09
1963-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91e+09
1963-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.027e+09
1963-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.139e+09
1963-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.246e+09
1963-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.403e+09
1963-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.778e+09
1964-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.765e+09
1964-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85e+09
1964-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.026e+09
1964-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1e+09
1964-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28e+09
1964-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.593e+09
1964-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.673e+09
1964-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.915e+09
1964-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.156e+09
1964-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.424e+09
1964-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.638e+09
1964-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.128e+09
1965-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.131e+09
1965-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.384e+09
1965-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.561e+09
1965-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845e+09
1965-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.144e+09
1965-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.607e+09
1965-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.858e+09
1965-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29e+09
1965-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67e+09
1965-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.041e+09
1965-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.228e+09
1965-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.051e+09
1966-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78e+09
1966-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.852e+09
1966-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.775e+09
1966-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.817e+09
1966-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.994e+09
1966-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.357e+09
1966-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.245e+09
1966-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.512e+09
1966-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.602e+09
1966-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.806e+09
1966-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.943e+09
1966-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0482e+10
1967-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0338e+10
1967-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,10584000
1967-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,10989000
1967-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,11599000
1967-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,12189000
1967-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,12753000
1967-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,12971000
1967-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,13479000
1967-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,13845000
1967-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,14120000
1967-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,14771000
1967-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,15004000
1968-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,15087000
1968-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,15508000
1968-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,16567000
1968-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,17311000
1968-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,17547000
1968-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,17998000
1968-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,17924000
1968-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,18616000
1968-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,19268000
1968-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,19572000
1968-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,20290000
1968-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,21384000
1969-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,21118000
1969-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,21412000
1969-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,22264000
1969-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,22637000
1969-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,23015000
1969-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,23905000
1969-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,23514000
1969-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,24290000
1969-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,25019000
1969-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,25307000
1969-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,26573000
1969-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,28348000
1970-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,27017000
1970-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,27290000
1970-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,28057000
1970-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,28703000
1970-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,29723000
1970-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,30919000
1970-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,30891000
1970-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,31258000
1970-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,31423000
1970-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,32049000
1970-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,33337000
1970-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,35455000
1971-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,34489000
1971-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,34785000
1971-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,35056000
1971-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,36061000
1971-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163000
1971-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,39589000
1971-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,40058000
1971-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,40660000
1971-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,42296000
1971-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,43868000
1971-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,45520000
1971-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,46289000
1972-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,44438000
1972-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,45172000
1972-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,47252000
1972-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,47894000
1972-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,48862000
1972-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,51852000
1972-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,51390000
1972-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,51857000
1972-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,54438000
1972-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,56269000
1972-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,58052000
1972-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,63851000
1973-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,60683000
1973-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,62854000
1973-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,64966000
1973-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,68611000
1973-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,71229000
1973-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,76748000
1973-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,76684000
1973-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,78644000
1973-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,83011000
1973-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,85511000
1973-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,88630000
1973-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,93888000
1974-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,90124000
1974-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,94294000
1974-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,97555000
1974-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,98825000
1974-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,100560000
1974-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,105084000
1974-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,102704000
1974-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,107892000
1974-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,108057000
1974-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,110694000
1974-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,118326000
1974-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,125345000
1975-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,116417000
1975-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,116792000
1975-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,121239000
1975-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,123915000
1975-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,129887000
1975-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,138543000
1975-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,137720000
1975-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,146875000
1975-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,150191000
1975-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,152159000
1975-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,164880000
1975-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,179922000
1976-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,169626000
1976-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,172702000
1976-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,175163000
1976-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,180621000
1976-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,187467000
1976-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,204459000
1976-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,202441000
1976-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,202683000
1976-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,208098000
1976-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,217410000
1976-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,226161000
1976-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,248706000
1977-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,228831000
1977-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,232628000
1977-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,239464000
1977-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,255727000
1977-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,259534000
1977-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,275941000
1977-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,277429000
1977-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,282832000
1977-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,294606000
1977-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,304453000
1977-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,312037000
1977-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,343223000
1978-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,321171000
1978-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,328309000
1978-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,338909000
1978-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,354454000
1978-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,358574000
1978-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,381592000
1978-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,383871000
1978-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,395961000
1978-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,415091000
1978-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,425545000
1978-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,442387000
1978-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,484609000
1979-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,458164000
1979-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,487953000
1979-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,486911000
1979-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,499207000
1979-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,516310000
1979-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,564956000
1979-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,575432000
1979-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,587464000
1979-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,634111000
1979-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,656871000
1979-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,707479000
1979-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,838226000
1980-01-01,1.15806309661778,NA,NA,NA,NA,NA,NA,NA,NA,8.14e+08
1980-02-01,0.719398677256249,NA,NA,NA,NA,NA,NA,NA,NA,8.45e+08
1980-03-01,1.02132724007531,NA,NA,NA,NA,NA,NA,NA,NA,8.78e+08
1980-04-01,0.856288645667403,NA,NA,NA,NA,NA,NA,NA,NA,9.57e+08
1980-05-01,0.944911515379113,NA,NA,NA,NA,NA,NA,NA,NA,1.011e+09
1980-06-01,0.860524328147166,NA,NA,NA,NA,NA,NA,NA,NA,1.101e+09
1980-07-01,0.91204826913656,NA,NA,NA,NA,NA,NA,NA,NA,1.076e+09
1980-08-01,0.785621124018923,NA,NA,NA,NA,NA,NA,NA,NA,1.129e+09
1980-09-01,0.644041791872124,NA,NA,NA,NA,NA,NA,NA,NA,1.17e+09
1980-10-01,1.96495062059835,NA,NA,NA,NA,NA,NA,NA,NA,1.221e+09
1980-11-01,1.17023888726728,NA,NA,NA,NA,NA,NA,NA,NA,1.326e+09
1980-12-01,1.15563546554714,NA,NA,NA,NA,NA,NA,NA,NA,1.487e+09
1981-01-01,1.21210915025817,NA,NA,NA,NA,NA,NA,NA,NA,1.366e+09
1981-02-01,1.10522992886421,NA,NA,NA,NA,NA,NA,NA,NA,1.425e+09
1981-03-01,0.789708770758027,NA,NA,NA,NA,NA,NA,NA,NA,1.394e+09
1981-04-01,1.11952011259828,NA,NA,NA,NA,NA,NA,NA,NA,1.512e+09
1981-05-01,0.914223213614898,NA,NA,NA,NA,NA,NA,NA,NA,1.583e+09
1981-06-01,0.90553701987975,NA,NA,NA,NA,NA,NA,NA,NA,1.718e+09
1981-07-01,1.07222896040122,NA,NA,NA,NA,NA,NA,NA,NA,1.725e+09
1981-08-01,0.901207485759007,NA,NA,NA,NA,NA,NA,NA,NA,1.803e+09
1981-09-01,0.849951693727175,NA,NA,NA,NA,NA,NA,NA,NA,1.881e+09
1981-10-01,0.812344563410613,NA,NA,NA,NA,NA,NA,NA,NA,2.104e+09
1981-11-01,0.852061804267163,NA,NA,NA,NA,NA,NA,NA,NA,2.289e+09
1981-12-01,0.996308552661183,NA,NA,NA,NA,NA,NA,NA,NA,2.79e+09
1982-01-01,1.24462579589805,NA,NA,NA,NA,NA,NA,NA,NA,2.615e+09
1982-02-01,1.1629258787585,NA,NA,NA,NA,NA,NA,NA,NA,2.673e+09
1982-03-01,0.947120700451196,NA,NA,NA,NA,NA,NA,NA,NA,2.611e+09
1982-04-01,0.987281454402532,NA,NA,NA,NA,NA,NA,NA,NA,2.817e+09
1982-05-01,1.16779870325032,NA,NA,NA,NA,NA,NA,NA,NA,2.991e+09
1982-06-01,1.2775800496908,NA,NA,NA,NA,NA,NA,NA,NA,3.211e+09
1982-07-01,1.09575226363107,NA,NA,NA,NA,NA,NA,NA,NA,3.357e+09
1982-08-01,1.00537322463174,NA,NA,NA,NA,NA,NA,NA,NA,3.378e+09
1982-09-01,0.812344563410613,NA,NA,NA,NA,NA,NA,NA,NA,3.544e+09
1982-10-01,0.684233718864115,NA,NA,NA,NA,NA,NA,NA,NA,3.83e+09
1982-11-01,0.856288645667403,NA,NA,NA,NA,NA,NA,NA,NA,4.149e+09
1982-12-01,1.46552012860459,NA,NA,NA,NA,NA,NA,NA,NA,4.644e+09
1983-01-01,1.70319318105034,NA,NA,NA,NA,NA,NA,NA,NA,4.682e+09
1983-02-01,1.47927665695942,NA,NA,NA,NA,NA,NA,NA,NA,4.752e+09
1983-03-01,1.33958641758606,NA,NA,NA,NA,NA,NA,NA,NA,4.656e+09
1983-04-01,1.14836758414847,NA,NA,NA,NA,NA,NA,NA,NA,5.041e+09
1983-05-01,1.12430323072601,NA,NA,NA,NA,NA,NA,NA,NA,5.211e+09
1983-06-01,2.09758911123544,NA,NA,NA,NA,NA,NA,NA,NA,5.841e+09
1983-07-01,2.16592812281552,NA,NA,NA,NA,NA,NA,NA,NA,5.935e+09
1983-08-01,1.84691610541617,NA,NA,NA,NA,NA,NA,NA,NA,6.172e+09
1983-09-01,2.24269535369497,NA,NA,NA,NA,NA,NA,NA,NA,6.761e+09
1983-10-01,1.77267313865315,NA,NA,NA,NA,NA,NA,NA,NA,7.383e+09
1983-11-01,1.35006998385386,NA,NA,NA,NA,NA,NA,NA,NA,7.882e+09
1983-12-01,1.71516081273207,NA,NA,NA,NA,NA,NA,NA,NA,9.177e+09
1984-01-01,2.02729066458364,NA,NA,NA,NA,NA,NA,NA,NA,9.125e+09
1984-02-01,1.97145686422725,NA,NA,NA,NA,NA,NA,NA,NA,9.261e+09
1984-03-01,1.79414185714495,NA,NA,NA,NA,NA,NA,NA,NA,1.0052e+10
1984-04-01,1.98450863053955,NA,NA,NA,NA,NA,NA,NA,NA,1.1514e+10
1984-05-01,1.82818646150411,NA,NA,NA,NA,NA,NA,NA,NA,1.2126e+10
1984-06-01,2.16592812281552,NA,NA,NA,NA,NA,NA,NA,NA,1.2945e+10
1984-07-01,2.04389443888223,NA,NA,NA,NA,NA,NA,NA,NA,1.4168e+10
1984-08-01,1.92297733949268,NA,NA,NA,NA,NA,NA,NA,NA,1.5324e+10
1984-09-01,2.79289117037885,NA,NA,NA,NA,NA,NA,NA,NA,1.7402e+10
1984-10-01,2.29243170849982,NA,NA,NA,NA,NA,NA,NA,NA,1.8188e+10
1984-11-01,2.32477331557648,NA,NA,NA,NA,NA,NA,NA,NA,2.1229e+10
1984-12-01,2.88763566712355,NA,NA,NA,NA,NA,NA,NA,NA,2.7698e+10
1985-01-01,2.796966078808,NA,NA,NA,NA,NA,NA,NA,NA,2.494e+10
1985-02-01,2.44959865900807,NA,NA,NA,NA,NA,NA,NA,NA,2.8129e+10
1985-03-01,2.19364858796827,NA,NA,NA,NA,NA,NA,NA,NA,3.0994e+10
1985-04-01,1.57470294189861,NA,NA,NA,NA,NA,NA,NA,NA,3.4324e+10
1985-05-01,1.30323061311138,NA,NA,NA,NA,NA,NA,NA,NA,3.7206e+10
1985-06-01,1.65874392376059,NA,NA,NA,NA,NA,NA,NA,NA,4.4266e+10
1985-07-01,2.24622497775331,NA,NA,NA,NA,NA,NA,NA,NA,4.9101e+10
1985-08-01,2.91689861533881,NA,NA,NA,NA,NA,NA,NA,NA,5.6029e+10
1985-09-01,2.54410673538034,NA,NA,NA,NA,NA,NA,NA,NA,6.5014e+10
1985-10-01,2.35740590243227,NA,NA,NA,NA,NA,NA,NA,NA,6.7505e+10
